link,paragraphe
https://www.lemonde.fr/football/,"Les joueurs du LOSC ont concédé un match nul sans inspiration face aux Stéphanois, ne se rassurant pas avant de rencontrer Chelsea en Ligue des champions."
https://www.lemonde.fr/football/,"Longtemps dominateurs, les Parisiens ont craqué en vingt minutes face au Real Madrid. Cette élimination en huitièmes de finale (1-3) risque de faire beaucoup parler, comme l’attitude du président du club Nasser Al-Khelaïfi après la rencontre."
https://www.lemonde.fr/football/,"Malgré la victoire du match aller (1-0) et l’ouverture du score de Kylian Mbappé au retour, le Paris-Saint-Germain a été éliminé par les Madrilènes (3-1). Les Parisiens ont été renversés par trois buts de Karim Benzema."
https://www.lemonde.fr/football/,"Vainqueurs 1-0 à l’aller, les Parisiens sont en bonne position pour éliminer le Real Madrid mercredi. Mais l’histoire du club rappelle qu’on passe très vite des rires aux larmes avec lui."
https://www.lemonde.fr/football/,"Le ministère public helvétique a lancé, mardi 8 mars, une charge sévère contre le président du Paris Saint-Germain et de BeiN Media, jugé en appel devant le Tribunal pénal fédéral suisse pour « instigation à gestion déloyale aggravée »."
https://www.lemonde.fr/football/,"Créée il y a moins d’un an, l’équipe nationale fait ses premiers pas dans les tournois mondiaux, alors que ce sport était interdit aux femmes sous la dictature militaro-islamiste d’Omar al-Bachir."
https://www.lemonde.fr/football/,La rencontre entre Querétaro et l’Atlas de Guadalajara a été interrompue après que des violences ont éclaté dans le stade. Le bilan des blessés est critiqué par de nombreux internautes.
https://www.lemonde.fr/football/,"A 20 ans, Alina Shilova se rêvait avant-centre de l’équipe nationale. Alisa Kovalenko l’a filmée en 2018, au plus près de ses contraintes, dans la banlieue de Kiev. Une première ukrainienne sur Netflix."
https://www.lemonde.fr/football/,Les Canaris se sont qualifiés aux tirs au but face à Monaco. La finale se tiendra le 8 mai au Stade de France.
https://www.lemonde.fr/football/,"Les Aiglons ont battu Versailles (2-0), club de quatrième division, et affronteront, au Stade de France, le vainqueur de la rencontre Nantes-Monaco, qui se joue mercredi soir."
https://www.lemonde.fr/football/,La FIFA et l’UEFA ont annoncé lundi la suspension des sélections nationales et des clubs russes « jusqu’à nouvel ordre » en réaction à l’invasion de l’Ukraine par la Fédération de Russie.
https://www.lemonde.fr/football/,"Invité surprise des demi-finales de la Coupe de France, le club de National 2 affronte, mardi l’OGC Nice. Il espère aussi clore sa saison sur une montée au niveau supérieur, le National 1."
https://www.lemonde.fr/football/,"Déjà en délicatesse avec les autorités britanniques, l’oligarque assure transférer la « gérance » du club, mais en conserve le contrôle. Et ne condamne pas l’action de M. Poutine."
https://www.lemonde.fr/football/,"La Fédération internationale de football a annoncé, dimanche, que l’équipe russe disputerait ses rencontres officielles sur terrain neutre. Plusieurs fédérations européennes refusent d’affronter la Sbornaya pour les qualifications du Mondial 2022."
https://www.lemonde.fr/football/,"Pour soutenir le travail de toute une rédaction, nous vous proposons de vous abonner."
https://www.lemonde.fr/football/,"Vous avez choisi de refuser le dépôt de cookies lors de votre navigation sur notre site, notamment des cookies de publicité personnalisée."
https://www.lemonde.fr/football/,"Le contenu de ce site est le fruit du travail de 500 journalistes qui vous apportent chaque jour une information de qualité, fiable, complète, et des services en ligne innovants. Ce travail s’appuie sur les revenus complémentaires de la publicité et de l’abonnement."
https://www.theguardian.com/football,The Netherlands head coach Louis van Gaal has accused Fifa of taking the tournament to the Middle Eastern country for 'money and commercial interests'
https://rmcsport.bfmtv.com/football/,La Ligue des champions et les compétitions européennes ont connu une véritable évolution avec la suppression de la règle du but à l’extérieur cette saison. Mais ce point historique du règlement s’appliquera bien lors des barrages qualificatifs pour la Coupe du monde 2022 en Afrique.
https://www.thefa.com/,Enables clubs and referees to administer their day to day activities
https://www.thefa.com/,"The latest updates and guidance for clubs, leagues and fans"
https://www.thefa.com/,"The Boot Room is our home for coaching, learning and professional development"
https://www.thefa.com/,Search for a course and explore our various pathways for both beginners and advanced coaches
https://www.francetvinfo.fr/sports/foot/,"France-Côte d’Ivoire : que peuvent apporter les novices Clauss, Nkunku et Saliba à l’équipe de France ?"
